@relation 	/home/yyang/Data/syncon
@attribute	Attribute-0	real
@attribute	Attribute-1	real
@attribute	Attribute-2	real
@attribute	Attribute-3	real
@attribute	Attribute-4	real
@attribute	Attribute-5	real
@attribute	Attribute-6	real
@attribute	Attribute-7	real
@attribute	Attribute-8	real
@attribute	Attribute-9	real
@attribute	Attribute-10	real
@attribute	Attribute-11	real
@attribute	Attribute-12	real
@attribute	Attribute-13	real
@attribute	Attribute-14	real
@attribute	Attribute-15	real
@attribute	Attribute-16	real
@attribute	Attribute-17	real
@attribute	Attribute-18	real
@attribute	Attribute-19	real
@attribute	Attribute-20	real
@attribute	Attribute-21	real
@attribute	Attribute-22	real
@attribute	Attribute-23	real
@attribute	Attribute-24	real
@attribute	Attribute-25	real
@attribute	Attribute-26	real
@attribute	Attribute-27	real
@attribute	Attribute-28	real
@attribute	Attribute-29	real
@attribute	Attribute-30	real
@attribute	Attribute-31	real
@attribute	Attribute-32	real
@attribute	Attribute-33	real
@attribute	Attribute-34	real
@attribute	Attribute-35	real
@attribute	Attribute-36	real
@attribute	Attribute-37	real
@attribute	Attribute-38	real
@attribute	Attribute-39	real
@attribute	Attribute-40	real
@attribute	Attribute-41	real
@attribute	Attribute-42	real
@attribute	Attribute-43	real
@attribute	Attribute-44	real
@attribute	Attribute-45	real
@attribute	Attribute-46	real
@attribute	Attribute-47	real
@attribute	Attribute-48	real
@attribute	Attribute-49	real
@attribute	Attribute-50	real
@attribute	Attribute-51	real
@attribute	Attribute-52	real
@attribute	Attribute-53	real
@attribute	Attribute-54	real
@attribute	Attribute-55	real
@attribute	Attribute-56	real
@attribute	Attribute-57	real
@attribute	Attribute-58	real
@attribute	Attribute-59	real
@attribute	class { normal, cyclic, increasing, decreasing, upward, downward  }

@data

27.7978,27.0803,27.6254,34.1524,37.2533,32.0110,32.8550,31.9664,35.4147,38.7029,33.2754,29.62060,33.0645,39.7505,30.4280,30.3730,38.9070,31.8193,32.1602,35.1987,42.6438,37.84400,35.66610,41.02830,45.82610,46.05540,43.45150,36.47300,40.08830,46.70240,38.89870,46.54950,42.93720,40.50380,46.65150,43.27980,42.56420,43.26560,48.06050,50.44240,46.09090,44.93390,45.37650,42.74840,46.61530,43.77650,44.92930,51.95570,55.334300,53.800500,48.415300,56.128500,50.2097000,49.6781000,51.1673000,52.518300,59.6576000,60.1310000,52.2899000,58.7420000,increasing

35.3658,25.4839,31.5284,28.9865,34.3913,34.8206,37.1329,26.5111,35.3009,35.4030,35.0674,37.91810,29.8463,33.8361,29.8470,30.8180,33.3445,31.1797,39.7080,36.6664,35.8758,38.49110,33.43450,40.95960,38.39680,42.19020,41.78510,35.52070,35.76050,32.43430,43.78870,36.21590,43.28860,33.20660,40.42650,43.91400,40.91930,42.74770,36.30270,40.81470,39.87250,39.62530,40.98370,36.06300,37.56200,47.30140,39.24640,48.21030,41.629000,39.475200,41.916500,38.442600,49.1552000,40.0426000,46.1958000,43.126600,41.5997000,43.5265000,41.2354000,50.3017000,increasing

33.1680,27.9691,33.0336,34.0712,26.7101,34.8409,34.4721,27.3897,36.3332,35.0426,30.8532,40.76980,37.6618,41.7044,36.4214,33.0097,35.3877,42.5218,40.6698,39.5165,37.9862,34.98650,36.51180,35.13600,37.53930,46.31610,46.22630,44.34670,41.65480,45.20670,38.74610,47.94250,42.05400,43.59840,47.02540,47.58600,51.05350,42.87870,42.13380,41.91910,42.37100,50.52640,53.30020,46.97430,47.81880,50.23970,54.46440,46.95380,53.786500,55.287900,46.388900,56.239400,57.3710000,55.9383000,59.4509000,58.370400,58.4150000,50.8586000,60.9459000,50.9952000,increasing

30.4792,30.4352,31.5963,32.7109,35.9722,36.7643,27.1498,35.6619,36.1482,32.7936,31.9509,40.09950,39.3115,37.0013,34.8740,36.7267,38.9297,33.8800,37.3455,42.2336,36.3361,39.69280,44.09770,44.31030,44.75250,43.78230,42.19370,42.00830,35.89190,37.89950,40.90050,47.95480,37.09610,39.15840,46.43780,45.28220,39.44160,42.32360,44.17700,42.53660,45.10020,47.70230,42.81360,50.95780,46.75060,52.21040,48.52900,43.17060,50.730900,53.619500,47.730100,54.602600,45.0299000,51.8239000,46.8738000,53.479700,47.8668000,49.0004000,55.4418000,53.5716000,increasing

32.3432,36.3071,35.1247,36.4052,26.1914,35.4425,29.1227,31.9731,27.6488,32.0922,36.1119,37.02150,33.1691,35.2322,40.1699,36.2194,31.3600,40.6177,30.9077,39.8448,36.0001,35.52350,38.89570,33.16380,34.84500,39.50620,38.93450,33.47070,36.60570,43.19740,38.92480,35.56590,43.49200,38.02160,40.34400,41.57970,47.47290,46.97470,43.68260,40.15220,46.11080,48.53740,49.57930,46.64750,43.75680,40.77760,48.51160,45.33750,46.000300,41.459400,46.043400,53.543600,49.2516000,42.5785000,44.2902000,52.398800,45.3927000,52.0673000,50.6687000,52.3506000,increasing

27.3531,25.5213,29.1200,34.5937,33.4589,26.9223,28.3451,29.7111,34.7305,34.1569,34.9419,39.77110,38.3076,31.8313,34.9118,40.6418,32.1971,38.3494,43.8125,44.0819,40.4706,38.09500,40.97720,43.89430,39.63410,41.29790,38.09600,40.31570,37.37130,41.83290,44.87930,48.26310,43.29930,46.29760,49.50630,49.19550,52.43390,52.91600,53.34040,44.90750,47.76580,45.31710,48.97670,52.68040,46.38550,48.19540,53.31440,55.71630,51.150900,57.212100,48.611400,49.099300,52.6767000,58.6024000,51.5154000,50.816800,51.9316000,59.1478000,54.7289000,61.6590000,increasing

24.9243,32.8745,31.5197,34.5193,34.9922,35.4305,34.9666,27.5581,35.7397,31.2382,27.7902,32.63810,36.1614,39.8309,34.4529,34.0267,36.8333,36.8996,33.1744,38.2467,32.2014,39.18430,39.68690,34.88720,33.38440,31.54890,38.72270,41.20240,44.18560,34.43320,35.85570,38.33830,37.31770,38.30650,39.04740,46.24770,44.02150,43.15430,37.96020,36.83970,43.09850,37.91390,43.08570,40.71670,39.29500,37.56230,48.18180,38.74670,41.126500,48.876200,50.270800,41.963000,51.3178000,46.4597000,50.8545000,47.297100,44.6721000,46.6612000,52.2696000,44.0103000,increasing

29.9787,26.9214,29.0286,28.0369,28.7972,30.2258,25.9078,32.0277,33.1842,36.5745,28.4837,28.96230,33.5259,31.8056,33.7718,37.8599,32.8174,37.3519,36.6338,35.0328,32.9145,32.65690,41.42580,40.97980,34.06630,42.31350,36.72270,41.28630,39.07650,40.85650,35.77840,35.20970,35.39460,44.08420,38.70090,42.36220,42.75790,39.84160,43.06400,48.31030,43.25050,42.91680,43.17070,44.39410,49.85990,47.30460,48.41960,46.32700,46.171400,40.159800,48.957800,42.306800,41.2483000,43.2303000,43.3112000,44.002800,44.5329000,45.2583000,44.1296000,46.7487000,increasing

24.4487,25.0134,28.8794,32.3888,28.8399,33.3639,33.0715,36.7042,37.4070,28.3802,31.9234,35.51110,34.2106,37.1365,36.5352,37.4172,30.1436,31.1202,41.7328,35.2725,36.4637,37.22190,31.52650,33.40770,32.70880,36.94970,42.31570,34.00620,45.19050,39.29680,42.04940,46.15410,37.11590,44.86890,39.35130,42.73730,39.39740,46.03690,48.46560,37.03730,42.70110,45.44820,47.26290,47.76180,43.69730,45.13190,47.52060,40.12500,42.820700,48.700800,41.696400,44.913100,49.5792000,52.9498000,53.7033000,49.785600,49.1521000,47.2806000,45.8678000,45.2500000,increasing

25.0866,33.6042,27.7344,36.8120,26.7692,29.2883,31.4316,33.5368,31.8486,27.3420,31.3251,29.12360,37.7520,31.0719,36.7494,28.0564,35.8491,33.8484,38.8098,29.0564,35.6494,32.24920,38.63620,38.09400,33.27490,37.91280,31.37770,33.67570,38.90150,32.82100,39.57810,36.68430,43.21050,35.34780,42.88200,33.97240,37.54280,41.29900,42.10350,40.35430,40.00020,43.37930,44.44490,36.15700,37.61920,37.71060,39.43050,40.91990,37.525900,40.337300,41.144300,48.356800,40.9312000,46.4104000,49.7314000,47.084400,48.6435000,39.2195000,43.8585000,44.7519000,increasing

25.9184,33.6631,27.4047,36.2824,26.6228,32.8814,35.8457,30.8700,33.2648,31.9928,30.9717,35.99020,30.7413,32.2926,38.6581,35.1516,35.5343,41.1937,40.5702,41.5534,31.1792,32.67760,34.16090,33.91280,41.95280,34.57840,37.03630,35.11620,42.81990,33.24030,37.57470,39.26000,35.42340,41.86020,44.08710,40.14660,36.29340,47.11740,41.87650,47.30300,42.33060,48.04690,46.58070,41.76400,44.63100,46.14730,39.09320,46.47290,47.414200,44.252600,42.643500,46.953000,42.7895000,45.5254000,43.0982000,45.397500,42.5138000,49.9307000,49.1692000,43.9974000,increasing

32.4012,34.5121,28.8378,33.4046,26.9644,29.2071,34.1624,29.3236,33.5701,26.9176,29.2003,36.13020,30.2000,38.0071,35.6305,29.0294,36.6992,40.2198,38.4620,39.5571,40.8879,33.38970,33.99130,37.27760,36.09590,36.64020,33.69260,39.94780,35.12520,35.96840,36.45350,41.88840,39.95470,40.52980,35.70680,42.21730,36.76150,38.91900,37.77770,39.45120,43.70180,37.82670,37.66450,45.49800,40.35850,46.57110,36.86780,45.70980,46.967900,45.481800,37.456600,42.250700,37.9349000,42.3033000,48.8509000,47.291000,41.9752000,50.0243000,41.5126000,42.9404000,increasing

26.2907,24.5427,35.2732,29.6004,27.9254,36.0729,26.0404,35.1100,37.7470,37.2857,35.4918,38.29700,35.1139,33.7298,29.5949,30.9690,32.5292,30.1346,29.8892,39.8643,30.6768,40.45950,36.71310,39.60310,40.41500,41.46600,37.62440,31.20800,41.24330,32.63860,33.70610,42.90420,40.57150,34.36400,34.49770,32.51830,43.13790,42.79750,38.47230,37.79920,34.74200,38.05430,46.06370,36.55640,42.33450,40.08860,37.93550,43.44490,37.701900,44.167500,37.690500,37.651500,47.6163000,46.9035000,47.3185000,43.740600,45.1569000,42.8827000,46.7807000,44.1602000,increasing

31.8141,36.1164,31.3216,37.0700,28.4594,37.8327,36.5029,33.6382,28.5041,37.2880,35.5606,30.51200,35.5745,34.3248,38.9172,32.7633,39.7515,36.8038,34.5340,35.8574,38.2160,36.26650,32.35220,38.22330,41.16220,39.83280,36.28290,42.56560,39.28410,36.88280,43.38400,35.76530,47.52620,37.77320,43.53340,39.49910,44.97760,39.05990,47.04500,40.92710,45.93300,40.45120,41.33250,52.00830,49.79830,52.19470,48.46820,46.62690,44.701200,49.655300,52.374200,48.158900,53.1435000,54.4522000,51.7263000,56.490200,45.5992000,46.2136000,55.4451000,51.0244000,increasing

30.0980,25.3814,24.4960,36.5562,27.4880,32.3672,36.3834,37.4931,36.3818,36.7034,30.2050,34.17130,29.2314,30.1079,32.8330,30.1430,37.6901,37.3713,37.8240,39.5028,29.1619,36.96630,40.52680,37.21780,33.25100,34.44770,35.98890,33.10250,41.67330,33.31050,35.68130,41.18400,41.49570,39.05690,32.73880,35.08490,42.19430,33.67540,43.92740,34.19640,35.23890,44.24490,37.70100,38.23740,35.48610,38.30340,45.03300,39.20660,46.828200,46.461300,45.779300,44.921800,41.2113000,40.3333000,47.5935000,42.321600,46.1667000,38.4624000,46.4159000,39.2915000,increasing

26.7879,31.3263,27.5762,35.6242,32.7437,33.4589,26.4667,34.1312,32.9304,32.1878,39.4117,33.47040,38.8846,34.3226,36.0448,40.2329,37.6777,40.0624,41.2775,41.5488,32.7443,42.35360,36.43840,38.44260,35.56180,41.31820,43.84720,46.31420,35.63980,39.52530,40.22180,43.35420,42.45040,38.03640,48.25790,46.27920,46.25050,47.14360,39.74070,41.50040,39.56470,47.49220,47.66470,47.36250,42.54560,47.86690,48.52420,47.61900,45.348700,42.979400,48.343700,47.702800,51.3992000,53.6267000,53.9502000,54.122000,50.4622000,52.5641000,50.1863000,48.0509000,increasing

31.2280,26.2065,30.9115,33.2714,31.5640,35.6257,28.5426,27.6846,31.7055,28.3834,32.0022,39.68610,33.6738,34.2638,30.9116,37.9742,35.9135,37.4674,43.8132,35.4338,40.9041,45.53310,45.27700,38.58570,39.85460,46.50660,47.76350,38.13850,42.54860,47.26240,48.32900,44.03240,45.91460,42.93990,49.62100,42.00980,45.49420,50.23700,45.73660,43.55730,43.54210,54.51880,50.03270,46.09560,49.63690,51.61860,55.46250,51.19410,51.600400,46.322600,52.655100,53.951200,48.8702000,56.0503000,56.4809000,55.049600,53.9247000,53.9208000,61.7568000,56.7657000,increasing

28.4727,31.5602,30.4749,28.7568,31.2795,29.1168,31.8707,38.4835,28.1968,29.3240,39.1605,34.49000,38.2186,38.6595,41.0727,32.1245,40.6192,37.3332,36.0434,32.3717,37.5497,33.65370,33.06340,32.84770,40.61100,33.62700,42.11510,33.92850,35.91720,38.96210,39.53180,35.88040,36.33040,36.27080,44.02700,40.89890,46.76400,42.50300,48.07210,43.89150,39.18610,49.06560,48.66010,49.98230,39.99230,50.01090,42.46740,42.40510,41.321300,44.861900,48.955500,47.056800,43.5372000,45.0368000,50.4920000,48.922300,48.7547000,46.6409000,45.3936000,51.0343000,increasing

24.7267,32.7481,33.0513,27.5392,31.2707,28.4246,28.3125,27.8699,37.9190,33.0452,32.5195,28.27400,30.1753,31.9852,29.2459,36.3192,32.2506,34.4740,40.0221,38.3023,34.8734,32.96190,31.14550,33.64430,37.99940,38.93860,36.35610,35.37480,38.83350,42.15850,40.00350,43.09350,42.24800,35.03720,37.72510,36.92070,44.33920,45.43850,35.85430,34.92540,42.14000,42.85560,45.58680,45.94690,44.29830,46.26390,37.68880,44.53040,39.473600,45.953800,46.135800,40.554600,41.6554000,43.5571000,49.5408000,45.377500,48.8332000,39.1683000,47.3902000,43.1780000,increasing

25.4755,28.6180,30.6357,31.7309,32.6194,30.4798,37.9551,34.1946,37.9452,29.9011,36.0459,30.14160,31.9371,39.0302,31.6419,32.2799,40.1900,36.6010,36.3015,36.3028,38.6620,43.18160,40.71220,39.32140,38.25960,37.38580,44.94890,34.81750,35.29720,45.83400,36.77130,43.15920,47.80990,47.75420,44.68340,38.16210,42.55640,39.04340,49.52850,45.33650,44.89310,41.07790,49.81820,43.67920,43.82740,50.13090,52.53020,42.90920,44.592700,49.614600,43.910100,52.239200,49.5204000,44.9036000,48.9432000,47.858200,54.8202000,50.4295000,57.2677000,52.3038000,increasing

26.3572,33.8344,25.0056,26.7152,34.3217,36.2840,30.3474,28.5219,30.4632,28.5734,28.9530,34.71200,34.2319,27.7779,38.1341,34.4141,33.2642,31.4379,33.5027,33.6535,36.4255,34.42070,32.24560,41.67380,32.11130,41.20500,33.71980,40.08250,34.19000,31.83790,38.84720,40.47790,42.98410,38.37570,38.89010,41.41830,43.50470,37.37860,38.65310,38.53110,36.79770,43.88090,40.79210,43.00780,46.12060,40.22070,44.24680,45.69610,45.680200,40.915000,43.637500,38.465100,42.4387000,47.2932000,46.5458000,42.078400,42.1246000,48.6845000,47.3870000,47.7001000,increasing

24.6489,31.2839,34.2765,32.7512,31.8226,29.2669,26.8974,26.6107,34.4524,28.1966,29.5422,39.41870,39.6156,40.3127,31.4210,31.7766,37.8726,37.6285,38.7321,31.8649,39.0034,38.75450,38.30630,41.45160,36.60260,36.11950,42.96750,33.68170,34.27490,39.22260,41.49840,44.51670,43.55510,46.27370,43.10690,40.83730,41.90050,39.35830,39.28580,48.40830,41.54260,44.11690,48.88900,42.21350,40.94270,48.24820,45.25330,46.26370,45.747800,48.449200,51.526700,53.686400,51.3172000,44.1709000,46.5880000,45.734000,53.3818000,55.2757000,51.9602000,45.4110000,increasing

32.5478,32.5061,29.5296,27.3467,36.3129,26.8264,29.4301,36.1846,32.9603,29.9999,37.6376,31.69500,35.1879,34.2799,40.4990,39.1654,32.1929,39.3425,34.9055,38.0590,36.8012,38.74870,34.30220,35.73060,34.28720,36.61120,44.26680,39.91840,42.33450,43.69270,39.61380,38.68790,40.34900,44.29390,41.17090,42.34760,37.74110,39.59350,47.43050,43.32120,39.38220,38.45890,39.55260,44.76330,45.49760,41.23140,43.54440,49.99700,48.757800,43.935300,46.944100,43.229900,45.4969000,48.2450000,54.6543000,46.163300,47.8938000,44.4914000,45.1562000,52.3146000,increasing

28.2043,30.5533,35.0831,36.9632,36.1705,35.9897,29.6103,38.3947,37.4854,38.1906,33.0931,33.63900,36.3086,36.2005,31.8807,34.9836,39.6592,39.7531,42.7715,40.5471,33.9892,44.80070,37.51600,45.68210,42.71450,42.90930,42.47700,46.32340,39.47280,42.33770,46.82280,39.15620,39.35910,48.52480,44.51240,41.55650,46.63430,41.97010,48.01250,51.94750,48.80650,45.63360,50.04820,45.72040,48.42740,55.10620,48.08230,47.69580,45.753100,56.044200,47.665200,51.380300,47.8372000,58.5492000,51.0508000,54.625200,53.3052000,60.1222000,55.5164000,54.1351000,increasing

33.3222,29.5011,25.4313,36.3573,29.6994,35.8170,32.9363,36.3042,37.8753,33.5941,33.9937,30.32750,34.7108,34.2747,29.8171,34.5089,39.1360,38.2577,34.1652,40.9280,41.0262,39.18690,37.90730,35.22120,34.26690,40.58360,32.83690,40.95290,41.56630,37.05520,33.44520,37.76160,36.63620,38.68210,41.36660,39.43260,36.36200,42.68610,35.61020,34.46540,39.95320,43.00900,41.59420,39.18760,39.55970,42.07860,37.18960,38.18050,44.076300,47.082900,37.595200,38.005500,39.7954000,39.1023000,45.0495000,45.088600,46.2197000,41.8202000,48.7685000,49.3679000,increasing

33.3211,33.8022,25.1264,29.7809,33.5971,28.5332,30.8284,36.7631,26.9444,30.4062,36.8590,35.02960,29.3950,32.4125,31.2301,33.2411,30.6945,36.1789,42.3222,32.9842,36.6421,34.74810,41.63500,33.23120,39.16290,43.70290,38.43120,36.70570,40.83250,41.12600,38.75050,41.98060,37.97060,43.89460,40.64000,47.25850,40.88730,48.43880,38.90330,49.66170,47.43460,39.39840,42.75270,41.91360,48.44830,46.99900,43.56400,50.40830,41.392000,47.456300,44.421700,48.084400,46.5641000,48.2262000,52.5518000,50.824000,54.0420000,56.1440000,50.0648000,50.3061000,increasing

31.7597,26.7631,34.0283,31.7494,32.4293,29.3602,33.2741,31.7786,27.7433,28.1499,34.7490,30.51580,29.1760,30.8084,39.5435,30.5461,41.4827,39.6908,32.8415,33.3844,38.5006,35.68790,33.85780,41.58270,42.56960,36.27630,43.51690,42.71350,41.71740,38.62220,36.15310,41.79260,38.29430,37.63340,39.22540,46.25120,47.42750,38.10940,38.19920,45.94870,50.19060,46.32980,39.38720,48.76830,44.75000,44.46330,51.96680,45.82260,43.953200,53.458800,45.199100,51.046800,54.3225000,47.1479000,51.2025000,53.100100,53.3870000,51.8481000,48.1408000,48.4244000,increasing

27.5209,24.4954,31.0730,30.5883,34.1096,29.2369,26.0058,30.2090,29.4867,32.6091,29.6593,38.33810,38.5963,36.8248,38.9036,35.7926,30.2259,34.7974,34.2268,40.9726,39.5000,41.25460,38.31540,31.88760,36.29420,31.74510,41.82450,37.98890,42.32290,38.10100,37.37530,39.67930,43.03270,41.23810,35.80800,41.39020,40.62340,42.22410,41.00020,40.33000,34.99030,36.72610,37.77750,40.19490,38.24900,45.13580,41.42180,36.50870,41.999800,43.823000,46.707900,38.653000,42.9917000,46.0701000,45.3095000,43.223400,46.3451000,45.7822000,45.7649000,47.8313000,increasing

32.3957,32.2213,28.0688,25.8860,30.9793,36.8497,26.7479,27.1984,30.0815,37.0796,29.4789,36.64110,37.5669,30.0260,36.9319,34.0419,30.0568,30.6748,31.2297,33.9075,39.2913,36.90100,34.26370,38.32580,42.23160,41.79820,36.11440,42.63180,41.83200,39.54200,39.12340,43.07170,33.52000,37.20320,35.99910,37.81390,39.76600,42.79660,47.16730,42.74340,40.13350,41.98210,47.78160,41.19440,39.36350,42.00160,41.97400,45.47760,40.716300,38.837200,42.555300,44.967600,46.7912000,46.3435000,45.2900000,42.672800,47.5818000,43.3338000,44.7413000,51.3120000,increasing

31.4318,30.3095,28.1229,36.9115,36.1714,34.0891,29.1051,30.8835,38.2516,35.4753,31.1552,31.34160,29.7808,36.1498,29.0212,36.6111,37.9999,38.1595,36.0045,38.7071,33.2127,32.82990,40.50840,34.87110,34.06530,35.39120,42.04290,41.38470,37.52440,43.85660,37.71330,39.34620,44.67180,35.34030,40.78830,40.80140,38.29530,46.81800,38.46770,36.44600,39.00320,44.39240,42.64990,37.36290,47.70290,49.22310,44.54790,44.20410,49.306100,43.692700,38.995800,47.987100,41.9282000,41.7305000,49.6172000,52.346600,49.8546000,51.4283000,43.9403000,52.9418000,increasing

30.9449,24.5183,30.0238,29.9887,36.3021,29.5050,34.6694,30.5240,32.8924,37.4005,37.9710,32.87520,31.0555,30.4222,35.5124,37.0662,40.3130,41.4691,39.0166,31.6493,41.9018,39.47870,36.71630,35.87770,44.24680,35.25850,38.35730,44.42240,45.76370,44.16640,44.26500,43.45770,36.23020,41.38800,36.62050,44.35470,41.61060,39.54040,48.97480,39.08610,42.74740,39.29860,51.15630,40.17150,49.56440,42.93110,42.52070,49.10110,52.893500,49.908900,42.570500,43.872100,51.3467000,43.9797000,47.0024000,46.169300,55.8344000,47.2937000,47.3240000,45.9599000,increasing

24.2596,27.5917,26.4535,33.5624,36.2375,37.0042,36.2248,28.0765,35.1197,37.8498,36.6445,29.83280,31.4669,34.2231,34.4477,39.7841,37.1638,36.4914,34.9427,35.0560,39.4049,32.54740,39.50790,38.12080,41.35440,35.79720,41.51800,34.26790,40.50130,43.29690,39.11670,43.07700,38.34460,44.30300,41.15400,41.95400,48.69090,45.01790,48.60850,47.42850,41.76770,45.22130,47.97270,40.23930,44.13210,40.87740,47.06090,51.94440,42.784700,48.570200,45.314700,50.944800,45.8286000,45.3599000,53.3005000,53.962500,56.3839000,48.5410000,53.4738000,52.7202000,increasing

25.8974,30.3572,26.7253,31.9482,31.5096,25.3241,32.7738,33.0046,29.6269,29.8805,37.0871,29.23950,27.5392,32.8076,35.3457,33.2183,30.8467,37.8286,33.0274,32.7207,33.4903,40.86910,30.89090,29.77820,34.50490,35.45440,34.35970,32.07400,41.25690,34.57860,37.54820,36.18870,36.98470,43.24380,34.95080,36.15480,40.86540,42.21050,35.59560,36.64360,33.86070,37.48210,36.42550,44.08340,35.00050,43.53790,38.00460,39.09220,41.190400,42.805700,47.273500,35.892900,42.9993000,42.0785000,42.1655000,39.564400,46.1136000,39.7445000,47.3587000,42.8935000,increasing

34.5120,29.3786,28.4176,29.6349,34.8758,37.0063,32.0426,30.1627,35.3908,36.7991,38.0707,36.02160,38.3222,34.6606,32.8160,34.0792,35.0552,38.0116,43.2581,42.3469,41.7182,34.67010,39.46270,43.22770,42.22260,44.89040,38.67480,45.76910,37.65680,46.89450,47.45740,44.15500,45.96970,39.48680,49.82440,42.77700,46.30630,42.08690,50.76760,47.48750,48.87120,43.07820,46.19920,48.98010,44.01080,45.76210,49.04200,54.32330,47.492600,54.358100,54.515600,48.203100,55.8412000,53.0712000,50.2935000,48.193700,56.5035000,49.2957000,50.8383000,51.3814000,increasing

28.5737,31.9801,35.5360,30.7435,29.2166,27.1335,34.9329,37.0676,30.8984,33.7150,31.9925,28.64200,28.1787,35.8786,32.3787,35.8828,34.2594,35.6442,31.4932,38.1146,40.1006,38.68280,34.56270,31.15500,41.80520,39.83950,41.40690,32.40200,38.88860,35.84850,33.85970,41.85810,44.41660,38.54410,33.90880,43.69560,33.68090,43.81690,41.90560,42.71940,40.87350,37.91120,43.23370,39.84620,41.62950,44.45570,37.18920,37.21610,47.489500,41.126700,47.834800,49.252300,38.1268000,38.1232000,46.5083000,41.828900,49.0871000,51.0918000,46.5791000,40.5788000,increasing

27.9149,31.2197,25.4599,31.4410,28.1805,35.8317,34.2307,34.7097,31.8268,36.2504,33.6007,36.23270,33.1625,33.5251,38.4085,27.7860,38.2295,35.3426,38.4068,31.7514,35.0484,38.49230,34.32740,30.52240,32.42290,34.28920,41.16000,30.36910,32.30300,32.82490,34.95890,42.03100,35.35500,35.72390,42.09120,43.09750,41.01250,37.50090,34.38590,41.37790,33.35030,33.33860,33.65970,39.58460,34.39110,41.17230,40.94180,44.60020,35.690800,43.707300,37.451100,41.984900,46.2375000,38.7559000,45.6682000,42.894300,43.4515000,43.3451000,40.2984000,39.8326000,increasing

33.7673,32.8066,25.0208,36.4406,26.2249,32.8785,37.5451,32.3493,26.9596,30.3879,33.4428,35.63730,34.1618,38.8765,37.9955,31.4546,35.7448,29.8644,36.0587,36.0741,40.2894,40.05730,37.00670,41.94140,38.82920,40.82760,34.59880,37.30440,43.73810,33.62410,35.11790,37.60950,44.16910,34.75510,44.35710,35.79860,36.34210,40.17250,42.41150,37.32910,40.32080,42.82850,41.40370,38.90440,44.99030,48.83650,38.51320,44.55100,45.561200,44.672900,43.667400,50.227400,43.1184000,42.1526000,42.3923000,42.461300,50.2119000,45.1141000,49.1241000,50.5023000,increasing

34.5495,33.3090,26.7687,26.6453,32.0731,29.5723,27.9954,34.1569,27.4287,35.1869,27.5935,30.82820,32.1693,28.2873,34.7375,32.0545,33.7914,35.5775,31.8131,29.5334,30.0625,30.85710,33.66550,31.61380,35.82730,36.44010,31.52740,40.49260,38.59960,41.28060,41.59600,40.34370,41.70420,41.52200,39.04360,40.36850,38.90610,33.87550,45.56260,42.28810,35.22490,38.91980,42.92720,36.43770,42.10420,44.88910,40.84490,40.37550,41.304900,45.309800,43.772500,43.509200,38.2186000,49.0177000,40.4141000,40.109600,42.5406000,43.3859000,49.3608000,50.3192000,increasing

25.9360,27.8769,31.0652,32.1247,25.7283,38.0343,32.5144,28.1677,37.7284,34.8157,37.8175,33.10180,34.2708,31.1627,31.7993,39.5554,33.7153,37.4093,33.8995,36.4312,42.0032,39.56720,44.48950,45.11210,41.80790,39.39910,46.48990,37.89930,46.19630,45.34710,46.11840,39.88200,47.21550,41.77160,46.35200,47.61250,44.78130,42.16020,45.22960,41.71320,46.45340,49.20000,48.84570,51.68850,42.97520,51.44010,46.76080,44.67650,54.722300,47.902800,47.980800,53.667700,49.3816000,49.8679000,53.0302000,52.204400,54.6278000,51.1930000,60.2715000,51.2461000,increasing

34.7577,27.2329,29.6962,25.8851,26.5402,31.1340,25.0374,20.5822,27.2156,21.9477,20.7447,28.96330,19.5801,21.0691,25.2373,18.5355,20.5305,21.0090,21.6225,19.6810,17.8698,20.05690,15.62480,19.45850,19.66190,20.11310,13.51190,17.31180,14.96230,13.64210,20.62360,18.94200,11.75070,15.76990,12.76120,15.35040,11.05750,11.04930,7.15418,12.10790,10.91360,15.31210,4.75046,11.45140,7.40863,1.79781,2.75766,12.27000,2.261040,0.280929,5.607380,2.777890,8.2482900,-1.9476300,4.6402200,-1.098380,1.7342800,-0.3890510,-0.9182820,-5.1149300,decreasing

24.6720,35.2611,30.4858,34.4466,27.4694,33.1785,32.2803,31.6116,33.2145,30.1445,25.6637,26.51040,23.3439,22.7460,23.7026,25.6132,27.9502,30.9147,27.0545,32.0994,28.0529,25.60170,25.85660,23.64920,23.72920,20.70660,26.26450,24.73860,23.29730,28.81400,28.32230,24.12530,27.63590,19.48980,20.21140,23.68490,17.53690,24.91250,23.85230,17.42890,18.16590,26.20760,16.25040,18.38940,19.90310,17.94910,26.28390,16.43540,22.171300,16.565700,14.734000,20.814000,15.6153000,25.0509000,17.7499000,22.334600,12.8159000,20.5454000,17.1453000,16.9694000,decreasing

